clean_review,verified_purchase_encoded,review_length_bin,sentiment
firehd tablet easy use fast enough meet needsi please,1,Short,1
return work properly,1,Short,0
great reading checking social media playing games pass time easy enough small children use well,1,Short,1
doesnt set yet loves,1,Short,1
got gift mom loves camera,1,Short,1
fourth kindlei bought one grandson love,1,Short,1
good lack google play store limits applications amazon apps store app wanted f diesel obdii torque pro resides google play cant amazon google play nice together please happy tablet otherwise great price product would like see upgrade second screen compatible samsung smart tvs limiting,1,Medium,0
fire hd nice electronic pad definite improvement original fire really enjoy upgrade,1,Short,1
name charles use fire like much still learning use,1,Short,0
fathers day gift well received dad loves watch tv movies cant wait football season,1,Short,1
great wish glte capabilities easy read beach wish storage well,1,Short,1
enjoyed far graphics great found aps meet needs one disappointment ads distracting annoying,1,Short,1
great tablet wish would mirror like hdx,1,Short,1
love fire hd love everything reading listening music watching movies playing games easy use navigate beautiful color display playing games watching movies also love kindle free time option kids great product would recommend anyone,1,Medium,1
great store service product first time purchasing mom say im impress purchase great price gifts,0,Short,1
love love,1,Short,1
really nice easy use definitely worth money,0,Short,1
love kindle fire hd hate adds amazing deal love lightweight,1,Short,0
good tablet couldnt view photos backed cloud unless connected wifi,1,Short,1
older kindle hd figured kindle would similar really liked updated format screen layout option start screen icons carousel kindle new features like firefly settings individual users kindle nice clear pictures easy use,1,Medium,1
gift mom loved,1,Short,1
love kindle fact ties amazon products free purchased one place simple use even uninitiated computerphob highly recommended,1,Short,1
glad purchased extended warranty original kindle sucked one much better camera still wish came paper users manual depends much wifi connection single mom often choose needs wants kindle originally purchased daughter use public virtual school,1,Medium,1
used weeks say im really pleased build quality performance problems ive realized storage space limitations apps installed wife thought gb space would enough weve come realize enough entirely cloudcentric without sd slot fire fills quickly apps theres room copy movies fro road trips went put google hangouts fire daughter could im day without rooting using wonky sideloading method theres way install hangouts apps amazonproprietary flavor android take little getting used ok,1,Long,1
good product fast response,1,Short,1
love new camera feature rotates disappointed though battery life strong kindles battery last day even used normal possibly defect,1,Short,0
many unwanted items show beneath carasel wish would constantly go interested routine remove pain,1,Short,1
reason giving item five stars two reasons battery drains little quickly id like numerous apps cant download yelp instagram fandango,1,Short,1
ok new using kindle wish came link describing use device read books watch tv shows view movies without jumping financial commitment one thing know find disappointing comes wrong case case covers camera lens able purchase correct case tablet know correct csse exists took searching effort put locating correct case kindle come preloaded amazon advertising love fact android uses charging equipment devices,1,Long,0
totally love notebook trying two ones returning finally buying fire hd completely satisfied fire hd,1,Short,1
slow constantly shuts asks need pages restored losses connectioni hate itnever,1,Short,0
cant make work,1,Short,0
second one good product,1,Short,1
installed one day seem better fit balogistic case brands ive used,1,Short,1
wish os fire worked apps like android phone,1,Short,1
hardware may right lack detailed users guide bummer,1,Short,0
kindle fire great however registered noticed said bettys kindle already bettys kindle cause problems,1,Short,1
fine piece technology,1,Short,1
love kindles upgrading one best move yet,1,Short,1
love fire hd use test apps,0,Short,1
wish battery life longer kindle fire excellent device met expectations,1,Short,1
really like battery recharged daily,1,Short,1
like new kindle fire soon email devise perfect,1,Short,1
expected returned,1,Short,0
havent problems works well,1,Short,1
several devices laptops cell phones ipads pcs servers etc kindle far fav new gen muuuuuch better previous years freeze lag random reboots sleeker decent nice camera finally great pics dont pics phone transfer using apps far happy arent high tech proficient tablet like ipad samsung reader watching got streaming works well would get better selection kindle ulimited books id happy clam,1,Long,1
sucks touch screen,1,Short,0
purchased specified model special offers,1,Short,0
battery dies use screen responsive hope device gets warm used long period camera terrible shipped fast ahead schedule,1,Short,0
im irritated amazon charges prevent lock screen consisting ads didnt pay wish ads really annoying ill keep think wouldve happier overall different type android tablet,1,Medium,0
far really like wish could also get google play apps could change background lock screen pictures really complaints yet,1,Short,1
alright way many advertisements though mean already bought thing amazon prime much want also programs keep crashing theres nothing else open,0,Medium,0
nice clear screen working smoothly havent done lot online browsing yet cant comment complaint battery needs charged daily device left read hours old simple kindle literally went weeks without needing charge,1,Medium,1
far good sometimes responsive well enough,1,Short,1
enjoying much,1,Short,1
hd new one supposed gb memory shows gb files include os gb free gb isnt even close hope amazon cloud storage really unlimited need,1,Medium,0
husband loves,1,Short,1
performs expected,1,Short,1
dont need buy expensive tablet exactly need amazing battery life recommend kindle everyone wish app store choose shipped incredibly quickly,1,Short,1
cant retrieve pictures posted web free,1,Short,0
get special offers fathers day disappointing could watch movie try unlimited books called customer service said fixed problem seems kindle buy one someone else pay person get special offers,1,Medium,0
perfect third one one gets better,1,Short,1
love met expectations,1,Short,1
love faster old dose lot moreim timeless,1,Short,1
first gen kindle fire size theven screen quality amazing love compact easy take anywhere definitely great buy,1,Short,1
love fire hdi love much given one best friend daughter sister birthdays grandson christmas thrilled,1,Short,1
better expected happy bought,1,Short,1
works well old one still replaced staples service contact never good never shop syaples much trouble expence local staples,1,Short,1
really enjoying new kindle far older kindle fire one first impressed improvements made love hd display still havent tried everything get around eventually think great price everything get would recommend anyone considering tablet,1,Medium,1
wish bought higher grade memory,1,Short,0
wish bigger everything expected nice resolution quick process speed,1,Short,1
kinda thick wife kindle fire hd sleek smooth rounded edges feels really nice hands one chunky quite bit thicker model years ago doesnt feel great hands however runs smooth speakers great dont complaints ergonomics model also using facebook listening music time music fade scroll posts also videos dont play automatically posts like tablets ive used play second freeze yellow dope,1,Long,1
kindle fire nice put sure didnt get special offers lied one,0,Short,1
bought wife mothers day absolutely loves,1,Short,1
item gift wife absolutely loves uses daily excellent purchase excellent item,1,Short,1
paperwhite kindle enjoy much thought id get color kindle looking magazines wish gotten one g miss ability shop books whenever reflection kindles performance g gives one choices,1,Medium,0
love kindle two wife two six year old one right size great pictures moviesexcellent sound system nice pricing,1,Short,1
freezes quite bit shut,1,Short,1
great reading netflixing pinterest good emailing taking pictures browsing internet wish charged faster allowed google apps gmail chrome hangouts,1,Short,1
perfect birthday gift sweet year old,1,Short,1
fantastic thoroughly enjoying new kindle fire hd,1,Short,1
love love features,1,Short,1
bought year old nontechie mom simple coaching loves soooo userfriendly amazon staff amazing,1,Short,1
getting far good love,1,Short,1
kindle fine except one thing camera take good pictures grainy returned credit handled return nicely thanks,1,Short,0
get google apps delete apps well,1,Short,1
everything hoped dealing repeated issues effecting ipad several years refreshing change working device performs promised fire hd enabled access digital content perfectly sized package bravo,1,Medium,1
tablet awful ive experience quite tablets nd worst ive laid hands dumbed cant even choose wallpaper lock wallpaper pay get rid ads see every time turn needs whole carousel full recently used apps ordered mother name brand hoped would come android os luck even someone like experienced electronics tablet really confusing theres also bunch apps dell difference os cant downloaded onto kindle spend extra dollars get different tablet youll glad one dell venue simple use pretty much hate dell table easy heck use kindle much,1,Long,0
nice portable size miss sizing font fingers like apple switch every seconds like ipod works great sounds good,1,Short,1
great gift husband seems dazzled,1,Short,1
love course,1,Short,1
enjoying device,1,Short,1
like grandson loves,1,Short,1
purchase fire hd local navy exchange months ago love fact wife grabs every chance get likes better samsung tablet,1,Short,1
love quick response time wonderful picture,1,Short,1
love goes every,1,Short,1
lost kindle flood love replacement much lighter original,1,Short,1
much easier carry laptop like fact sig ins arent needed every time go page,1,Short,1
everything need one little package,1,Short,1
beautiful piece love kindle,1,Short,1
good ipad thicker heavier display amazing use manly reading books magazines business purposes still think ipad better,1,Short,0
everything place phone calls,1,Short,1
really easy use,1,Short,1
browser crashesa lot seems ok,1,Short,0
love bought one sooner bought two hot price chance,1,Short,1
hold charge freezes playing games downloading,1,Short,1
price right,1,Short,1
wasnt expecting like tablet much great video streaming loud speakers crisp volume bright hq screen really phenomenal tablet price,1,Short,1
wow bought one wife believe loves shed never admit face buried whenever free minute think loves,1,Short,1
light weight versatile easy set use love,1,Short,1
got daughters birthday absolutely loves,1,Short,1
awesome clear display fast heck boot needs sd slot usb port,0,Short,1
ive owned used expensive tablets including full size ipad pureandroid nexus getting macbook need tablet diminished substantially except one area reading books magazines documents fire hd price point turned right job access kindle library wired subscription national newspaper choice fire also allows check email follow favorite blogs mention listen amazon music collection podcasts processor doesnt lag hd screen looks great whether im looking text photos havent used video yet much stuff cloud g storage issue,0,Long,1
love new kindle fire old one one first ones came years ago lighted background wondeful print easy eyes hate throw old one away died thank kindle sandy,1,Medium,0
difficult time finding way around im tech savy person would preferred kind written directions get started,1,Short,0
clear nce handy case,1,Short,1
love kindle named one kindle fire still use st kindle fire ive divided books things kindles kindle camera first kindle daughter gave since knows love read lot,1,Medium,1
everything need tablet awesome camera grandchildren love downloading games,1,Short,1
great lil tablet,1,Short,1
excellant tablet love front rear cameras kindle fire hdx tablets cant understand dont front rear cameras great feature,1,Short,1
good battery seems stable charged leave without using day want use found battery drop acceptable also felt annoyed advertisement every time open due reasons returned couple days,0,Medium,0
amend review certain books difficult navigate thank person commented made look give screen sensitive might go stylus,1,Short,1
love kindle prime many freebies,1,Short,1
love purple,1,Short,1
love kindle fire hd except face able put hoopla app pad wish would know ordering library card hoping take advantage free stuff hoopla offer says download app fire hdx oh well live learn,0,Medium,1
far really good tablet,1,Short,1
enjoying much,1,Short,1
easy read need work learning use,1,Short,1
purchased christmas present husband absolutely thrilled ease world hand isnt huge reader working nice many different things fire ordered one original fire excited upgrade,1,Medium,1
love use reading watching netflix playing games,0,Short,1
havent figured specifics kindle seems good value money,1,Short,1
seems work good price right,1,Short,1
several kindles happy last one fire hd ended returning newest one like seeing ads every time logged rather screen saver way disable ads ended samsung kindle software interestingly dont deal ads samsung functionality price also im able adjust screen lighting read even bright sunlight experiencing problems fire hd past told buy kindle paperwhite addition kindle fire hd time,1,Long,0
drama fever app available battery life terrible system crashed repeatedly screen mind bought replacement older kindle near earlier quality return unit hope better luck replacement,1,Medium,0
drop thesethey cant handle fall heightmuch less fall stairs like commercial,1,Short,0
okay gone back,0,Short,1
thing absolutely sucks bought special kid whos birthday today worst hardest run electronic ive ever owned hate thing piece junk save money get ipad,1,Medium,0
im learning use new fire hd far love,1,Short,1
love fire hd love games pleased games connected facebook facebook quite awhile people foul mouths bad manners resigned intention going love playing spades plus cant properly join facebook love bingo lot others put back forget facebook needs quidlines even games foul mouth replys approve participate keep download items,1,Medium,1
delivered quickly works great father loved plan buy,1,Short,1
works great things use youtube games battery pretty good,1,Short,1
reason didnt give stars doesnt seem turn easily hold button longer feel normal usb cord comes needs longer otherwise really like several features previous kindle fire hd didnt books nice easy way put collections also like editing features camera many nice editing tools slightly disappointed one games wont play kindle though dont think thats amazon issue though happy purchase th kindle purchase wouldnt buy anything else service department amazing hours day,1,Long,1
bought use car daughter traveling download lot prime shows watch life saver last road trip,1,Short,1
certainly great initial kindle many new features stink,1,Short,0
definitely ipadbut price need ereader internet gamesworth lower price tag,1,Short,0
like much,1,Short,1
absolutely love,1,Short,1
perfect needs works great amazon shoppingreadingchecking email gameslove,1,Short,1
granddaughter loves love want volume great everything comes fast search color great buying grandson one next,0,Short,1
love kindle fire,1,Short,1
wanted stream videos sound choppy buffers lot different brand runs good impressed fire,1,Short,0
pleased purchase use tablet infrequently maybe xweek figure new technology better year old mom still takes awhile quite intuitive seem bit slow compared phone also seem issues putting digital copies books old defunct tablet onto annoying middle book would like finish reading however could easily user error easy use price right sale,1,Long,1
kinlde great,1,Short,1
bought autistic son perfect carousel style app display really makes easy hom,1,Short,1
far good step previous kindle love take pictures videos much storage space games,1,Short,1
third kindle fire really like color bright pretty pink unfortunately gb doesnt hold much like play games like play point click adventure games cant two downloaded books time really great gaming said really wanted kindle reading last two kindles kind died stopped charging holding charge new charging cord would fix surgery wanted something could use went sale probably keep occasional point click games go ahead buy paperwhite reading great really good easy use daughter probably using,1,Long,0
texas holdem little slow,1,Short,1
th fire ordered one mom love perfect easy use immediately love front back cameras screen graphics awesome happy another great product,1,Medium,1
really like fire hd beautiful product folder another thing made left handed person right handed cut space connect head phones charge,1,Medium,1
feel need much help using article provided im sure getting use full potential however wife uses read nora roberts books seems using time guess shes happy,1,Medium,1
im still exploring options far thrilled fire hd,1,Short,1
love fire hd something light carry around,1,Short,1
overall like seem chew battery life fairly quickly,1,Short,0
excellent kindle hd awesome graphics quality perfect,1,Short,1
best upgrade ever,1,Short,1
great device ease use portability,1,Short,1
love kindle fire,1,Short,1
display sharp rusing device easy useeally enjoy,1,Short,1
happy new fire hd,1,Short,1
bought two others grand kids set wow difference older kindle fire like cameras one front one back everything quality max compared samsung night day go kindle dont go letting grand kids use older kindle love getting th generation send grandpa loving heaven know enjoy immensely,1,Medium,1
love kindle great size fast delivery,1,Short,1
love new fire hd hd display wifi gb met expectations bragged much good friend ordered one like photos fire takes spectacular quality great cant brag enough,1,Medium,1
oh great love,1,Short,1
though would like,1,Short,1
bought fire hd take upcoming trip alaska ipadbut neck issues wanted something smaller lighter carry far good easy figure well way enjoying use,1,Medium,1
thought puchased fire hd came free prime year must mistaken bought said one month free trial im supposed get free year im sure amazon fix like fire hd much,1,Medium,1
like fire hdit greati like screen keyboard right size,1,Short,1
kindle fire lovedit lasted years completely died got one replace wish hadnt hold charge even sleep mode went bed last nightput sleep mode hit power button hours later rediculous used last one days needing charge one last long used use alarm clock guess thats unless keep charged times,1,Medium,0
gift year old loved,1,Short,1
wonderful little device,1,Short,1
sons school got graduation gift say works great wonderful app complaints part,1,Short,1
excellent tablet reasonable price,1,Short,1
really like kindle fire hd looking forward learning,1,Short,1
sister loves,1,Short,1
great tabletdoes everything need,1,Short,1
awesome love kindle fire,1,Short,1
love kindle graphics resolution wonderful tablet fits lifestyle well,1,Short,1
bought love parental controls nice tablet,1,Short,1
good machine,1,Short,1
wow ipad like better much better display sound able download movies play plane great well,1,Short,1
perfect gift little cousin,1,Short,1
great little tablet good games books beach,1,Short,1
one earliest users kindle like read books periodicals kindle get bed night first one amazon came true workhorse one might called paperwhite controls sides night going vacation dropped bathroom floor screen problems unit repairable longer warranty waited saw unit sale sixty dollars free shipping new unit jumped took advantage one day sale much sophisticated unit previous models pictures amazing love fact uses standard type charger blackberries also fits custom made case someone made older unit got great value great machine,1,Long,1
love new kindle fire great lighted enjoying new features,1,Short,1
crashed confusing use small slow,0,Short,0
excellent deal good product,1,Short,1
bible everywhere go,1,Short,1
works expected gives wife bigger screen phone,1,Short,1
love kindle seven fire easy use lightweight compact,1,Short,1
love tablet light weight easy hold love reading books easier see book,1,Short,1
easy use fast speed cant beat ereader wish youtube app little tablet ready rather web browser look,0,Short,1
love versatility dependability kindle fire,1,Short,1
got fiancee loves still reading paper books enjoys watching shows playing games happy item,0,Short,1
still getting used cant wait read ebook gift far good,1,Short,1
love fiream still learning use thing would like see amazon put gorilla glass cover shows every print touch complaints read indicate break easily moto g phone new glass perfect,1,Medium,1
grandson loves needs instructions,1,Short,0
missus loves tablet daily glad uses,1,Short,1
like ads could get past interuption,1,Short,0
really like new featurescamera videos,1,Short,1
get order,1,Short,1
downloaded games kept earnings time good also go way levels games get second kindle first quit go games like kindle much,1,Medium,1
bought one years back yo held well bought another one recently yo awesome use educational apps help build skills like reading sight words etc fulfill educational requirement us play games fun im trying get interested reading ebooks enjoy real books also let view netflix sometimes kindles love able pick want parental controls great felt better choice getting kid version since monitor use electronics anyway love kindles much helps motivate good choices behavior times,1,Long,1
special offers called banner adds extremely misleading pay another get rid annoying adds also heavy dependence cloud downloading apps issue connected time everyone internet also want take fire road trip use close wifi please improve documentation installing games apps internal storage device,1,Medium,0
good size good display,1,Short,1
love first generation one upgraded much clearer didnt even realize wasnt clear lighter love,0,Short,1
got friend really loves,1,Short,1
awesome much still learning,1,Short,1
love firewould buy another neede,1,Short,1
better ipad,1,Short,1
great tablet every bit good ipad priced due silly logo fantastic picture durable easily worth twice much,1,Short,1
fire hd son take back samsung tablet mistake made took samsung back got fire hd back happy waste samsung slow play games like play,1,Medium,1
wife loves new kindle one previously eventually charger port wore still liked well wanted another think organizes things well makes easy read books build quality good screen looks great fast hopefully charger port problem fixed,0,Medium,1
first kindle fire purchased new version updated features extremely disappointed storage space limited cant store apps books audio books fb etc without clearing everything old kindle holds much problem cant one audio book loaded without deleting everything else including apps facebook web something wrong dont waste money stick original kindle fire,1,Long,0
love kindle fire,1,Short,1
really like anything kindle hot pink color great anything much fun,1,Short,1
look feel fire excellent also really like size big enough great viewing experience still small enough fit comfortably hands,1,Short,1
love new kindle,1,Short,1
like wish could control ads many needed,1,Short,1
love fact started part instead smart phone extent laptop unless use windows apps thing wish got larger memory,1,Short,1
love using every chance get computer mp player personal dvd player one,1,Short,1
excellent color,1,Short,1
love replaces st kindle blackwhite light,1,Short,1
im pleased fire hd first tablet great,1,Short,1
lost kid world electronic,1,Short,1
wanted put stars allowed first kindle bought ok use six days backlight went commission fortunately insurance unfortunately best buy refused honor insurance fix device also rudely informed sale would able replace faulty device price would like enjoyed quad core processor since everything faster smoother however expect better experience new one since current fire hd par despite years older hd,0,Long,0
easy set use clear readable screen plan buy two family members,1,Short,1
kids love tablet,1,Short,1
reason apps turned generic icon tried restart refresh didnt work insanely easy purchase year old showed decent looking screen os needs work opinion months tablet power anymore,1,Medium,0
takes long charge cant plug continue use charges button bright color find easier okay,1,Short,0
much opportunity yet play around kindle used happy biggest drawback fact high gloss screen really terrible fingerprints would definitely recommend antiglare protector otherwise operation smooth playing games well reading vehicle changing lighting camera takes really crisp pictures weighs bit expecting believe still easier hands holding hardback book since lay flat prop either case tablet pillow like bookmark feature well since plan massive reading near future large books used features yet cloud storage silk browser planned use time purchase primarily ereader device play games traveling,1,Long,1
fire great battery life could lot better,1,Short,1
good device good price gb small considering games take lot space,1,Short,1
think like overall good times playing solitare screen frozen cards move cant undo close kindle repower app book gen gen never,1,Medium,1
bought mom mothers day loves,1,Short,1
simpler model,1,Short,1
kindle fire three years longer worked purchased fire love easier enlarge pages information,1,Short,1
great productits simple usedownload apps etc love kindleno complaints,1,Short,1
whats love saw sale price fire hd decided order video movie clarity quality top notch ordered gb model use tablet primarily reading listening music love kindle products keep getting better better,0,Medium,1
enjoy device use daily complaints,1,Short,1
stated specifically kindle fire hd place camera facing seen top covered switch charging port ideas,1,Short,0
brought year old son loves,1,Short,1
wish tablet takes sd card would give,1,Short,0
love kindle goes everywhere,1,Short,1
bought best buy telling salesman want advertisements getting frequent seemingly first annoyed disappointed nothing package display indicated would getting ads product awful,1,Medium,0
prints better key board easier use previous version great price definitely winner,0,Short,1
hate ads open want date time screen back,1,Short,0
pleased item sale price look forward purchasing another kindle fire hd price ca howard,1,Short,1
great value works perfectly,1,Short,1
great price nice reader like newer features,1,Short,1
good tablet get one one suddenly blacks one almost year hope one issue,1,Short,1
disappointment apps previous kindle fire compatible new device otherwise love,1,Short,0
still yet explore features new device thus far im quite pleased able read books among enjoy benefits prime membership,1,Short,1
good tablet except much glare viewing websites reading emails especially outside otherwise good tablet price,1,Short,1
fire really impressed audio perfect quality high definition bit younger age review necessarily count thanks lot tablet useful quite impressed android os,1,Medium,1
worked fabulously one week turn,1,Short,0
far seems ok im sure lot features thats hope time play soon,1,Short,1
third kindle first one still perfect reading sun especially like feature use fire white lettering black background reading book night new one use day first fire battery went dont know wont even charge enough see anything new one fast doesnt drain battery great emails searches gmes havent used video music dont much two tablets arent nearly nice kindle fire hd glad sale,1,Long,1
constantly freezes never able use much waste money wish id never bought,1,Short,0
love fire hd buy sure buy extended warranty lose sound videos annoying never bought warranty luck replacement,1,Short,1
completely satisfied new kindle fire help one associates able navigate thru kindly easily give associate anne g credit helping two occasions hope congratulate,1,Medium,1
amazon quick boast capabilities immersion reading well kindle freetime dont tell cannot immersion reading free time app way play audible audiobooks free time addition amazon taken away capability remove content device think want kids able listen beverly cleary george r r martin feel like ripped someone usually big fan amazon disgusted,1,Long,0
bought tablet thinking gb storage reality gives rip,1,Short,0
perfect wanted everything granddaughters ipad course im another generation dont need everything im completely satisfied even watch big brother feed lines yepme,1,Medium,1
love everything kindle,1,Short,1
love totally exceeded expectations,1,Short,1
daughter loves,1,Short,1
graphics amazing would consider another gift,1,Short,1
like fire kindle,1,Short,1
like fire phone bigger screen like,1,Short,1
thanks family helping get great tablet,1,Short,1
picture sound great feels good ready use one negative far download android apps amazon store apps amazon store apps want could use memory sd card still good deal price like far,1,Medium,0
excelent tablet,1,Short,1
would helpful book sort directions show use fire directions find frustrating close sending back one people used computer life difficult dummy fire would appreciate knowing thanks gail,1,Medium,0
great birthday present,1,Short,1
color fire hd display better kindle pick color nice,1,Short,1
everything necessary thanks,1,Short,1
fire hd purchased replace much used kindle purchased first came kindle dying worn charging receptacle wife taken new kindle like duck finding june bug loves color screen means additional light needed read read dark get sleep without disturbing nice home wifi means data use atts system small ipadlike tablet reality primarily uses new fire hd read novels kindle real stepup glad purchased,1,Long,1
like lot great picture sound,1,Short,1
read record take pictures videotape search internet fire,1,Short,1
nd kindle liked first love second use almost laptop thank amazon putting second camera feature handy,1,Short,1
th kindle far new hd one working well hope charging port last longer original kindle fire,1,Short,1
husband boughtme first kindle yrs ago got kindle hd year love different first one learning use one definitely different happy,1,Short,1
love far,1,Short,1
terms size perfect needs im still figuring use think im luv,1,Short,1
love tab,1,Short,1
good product money,1,Short,1
love kindle got confused trying figure readarchived books original kindle simple basic still love one though,1,Short,0
great tablet daughter simple easy use price great deal compared tablets based speed usability storage think able use,1,Short,1
bought less months ago used less mins times week dead black screen fully charged battery costumer service said mourn loss nothing dowe products im done kindle told l using kindle app ipad reliable devices,0,Medium,0
screen crystal clear colors sharp true easy use set best electronics purchase ive made recently,1,Short,1
price wonderful feels chunky heavy hands like real book shes reading historicalmystery book right first ebook p,1,Short,1
love great customer care well,1,Short,1
great tablet loads fast perfect size negative pop adds seem appear,1,Short,1
love camera rocksplus video awesome well good job amazon another great kindle thank,1,Short,1
kindle wonderfulvery clear images lightweight enjoying however special offer didnt turn well supposed get free case delivered thirdparty able get worked amazon part disappointing id suggest sticking buying item forgetting rest special offer,1,Medium,1
still learning possibilities far everything want much easier original kindle,1,Short,1
love new features like wiki access able create folders able read book charging last years model could things sure additional features havent seen yet keep exploring,1,Medium,1
device died days quit working returned money back dont want another one ill look getting ipad,0,Short,0
improvement visually previous fire,1,Short,1
beautiful clarity screen wish sent plug charging battery,1,Short,1
love kindle fire easy use larger screen fantastic reading books,1,Short,1
impressed device get serious use,1,Short,1
im return store keeps kicking,1,Short,0
im disappointed productits slow lots advertisement pop upsim sorry bought,0,Short,0
thing missing google apps,1,Short,1
durable great kids fun colors easy use,1,Short,1
works good,1,Short,1
havent one long far really like one first hds wore got one far give big thumbs,1,Short,1
awesome woyld buy expensive ipad kids get much less money stable system skype facebook youtube instagram problem,1,Short,1
advanced still learnig clarity text outstanding,1,Short,1
little awkward handle use fairness problem may first toy guess im slow learner,1,Short,1
great picked left book started kindle hot spots problem though,1,Short,1
im loving new kindle fire especially camera everything one hand phone camera message etc thanks,1,Short,1
love fire hd,1,Short,1
disappointed staff june told fire ordered largest screen available also year old kindle could download daily newspapers without wifi one cannot staff either poorly trained incompetent least sold one comparable features,1,Medium,0
love kindle wore last one buy one night trip new york love camera front back videos pictures great hold still process taking pic otherwise pic distorted video clear carry kindle everywhere son husband version kindle fire kindle touch dont use much fire favorite,1,Medium,1
love fire use every day mostly play games listen music watch videos youtube books works well reader sturdy dropped thing several times accident still works flawlessly small enough fit purse handy traveling great product highly recommend fire,1,Medium,1
fantastic son loves,1,Short,1
nice tablet price yr old loves,1,Short,1
love clarity camera size perfect needs computer necessary,1,Short,1
two kindles let dad borrow one wanted big readers fire perfect read love kindle,1,Short,1
ordered someone else,1,Short,1
love kindle allows access apps sites use easy read,0,Short,1
excellent good camera work good ereader,1,Short,1
pleased modeli much earlier model kindle fire one huge upgrade runs smooth gb space great complaints would highly recommend everyone,1,Short,1
everything say love fire hd thought might render better outside still need mess brightness setting see read pool,1,Short,1
bought anniversary present wife upgrade great products,1,Short,1
somewhat slow,1,Short,0
first e reader wish one years ago best thing ever bought,1,Short,1
got device free school hoping device would storage space cloud crazy pay space enjoy reading style think would cool could switch electronic screen mode original kindle screen mode,1,Medium,0
originally bought kindle fire first generation first came finally broke parted graphics features fire excellent usual affordability makes complete package kindle family amazon way present future keep good work,1,Medium,1
love love love amazon fire glad bought,1,Short,1
little small using regular size tablet works well easy use,1,Short,1
great wonderful,1,Short,1
love buy one,1,Short,1
amazing exactly wanted,1,Short,1
turns fire provides even expectedit also become day plannerand able shop online check emails visit social mediafits nicely bag enjoy quiet reading breaksvery happy,1,Medium,1
son loves charges fast downloads easily uploads easily great,1,Short,1
loved first kindle fire kindle hd great,1,Short,1
easy hold pack love reading books,1,Short,1
much faster previous kindle,1,Short,1
bought year old goddaughter amazing way challenge mind educational gamed books also parental controls excellent ive three brands expensive tablets fire far better value,1,Medium,1
love product nephew spilled sauce first one purchase another,1,Short,1
enjoy lasted last night reading book turned went bed morning turned keep reading didnt go thought battery low plague charge nothing dont know append need buy new hd display replace didnt even last year terrible kindle fire purchase almost three years works great guess need buy anew kindle new hd sure one,1,Long,0
use right hand looking tablet easy handle using online instructions simple set use highly recommended able disabled users,1,Short,1
really love wasnt expecting much reading lot reviews getting tad nervous purchasing bought mostly rent ebooks library read traveling work debating sending back found library went didnt ebook lender capable kindles got card new larger library ive reading like crazy ads arent greatest tad annoying doesnt interfere ability pleasant read experience ads opening screen turn enter password youre looking fancy device apps games would suggest samsung galaxy tablet ipad instead want lot reading browsing library device perfect really love mine need get glass cover wont afraid touch smear definitely get case pen avoid fingerprint smears since get dirty quickly,1,Long,1
little difficult learn use android user whole life finally get hang year old daughter got able learn use really fast run really smoothly built like made go combat zone ipad air also size nothing fire,1,Medium,1
bought mother technically incline showing use times things mean able use kindle still need help older person perfect gift loves makes happy made right choice,1,Medium,0
kindle fire stopped working days froze wouldnt respond amazon customer service outstanding replacing although backordered late july seems like great product limited time im looking forward getting new one bummer get lemon,1,Medium,0
live without love audibles driving long trips,1,Short,1
everything touted thanks,1,Short,1
fantastic product,1,Short,1
improvement sorry replace old one pleased improvements,1,Short,1
extremely unhappy greatly disappointed fire hd less two weeks still functioning expectations feel coerced purchasing new kindle prepared detest way email spam need erased carousel continues disappear reappear discernible reason unable select settings want despite calls amazon attempting configure using amazon web site still issues worst problem however fact entire contact list gone email information import properly one single contact created serious problem considering contacts backed original kindle presume amazon issue frankly unhappy considering returning hd full refund unless amazon repair original kindle charge trouble problems mentioned well,1,Long,0
love clear easy use hours fun great price,0,Short,1
love device would love google play store accessible,1,Short,1
long time kindle user lost fire upgraded new one lot stuff hv fully investigated super disappointed battery life even without wifi dont actually shut battery depleted dsy old fire would several weeks without shutting bc dont use long timewith wifi watch going minutes,1,Medium,1
user friendly easy navigate,1,Short,1
awesomefrom booksto moviesfacebookquality everything expected,1,Short,1
expected perfect,1,Short,1
amazing come apps lists still amazing tenyearold girl love pink one love love,1,Short,1
son loves,1,Short,1
absolutely love display looks great much download books believe stigma kindles use rosetta stone app daily,1,Short,1
lifesaver son whispersync great promoting reading,1,Short,1
love glad got fire,1,Short,1
would like instructions uses,1,Short,0
disappointed quality second screen keeps freezing needless say kids please playing games,1,Short,0
replacing old kindle new one live without,1,Short,1
love new kindle fire hd,1,Short,1
love purchase little money spent filled bundle surprises good picture quality nice sound output sleek look thin yet study casing less every aspects comparison samsung galaxy tab function wise except much less cost glad made right purchase,1,Medium,1
love kindle dont know took long purchase one amazon prime years great purchasing another since son took one lol,1,Short,1
bought mother still learning use,1,Short,1
fun using kindle,1,Short,1
far happy ive busy work inquire real soon,0,Short,0
son loves got great price shipped quickly received days,1,Short,1
love price great,1,Short,1
tablet great granted first tablet use watching movies flying otherwise sits drawer still kind makes amazon cancelling unbox since watching movies would reason id take laptop vacation tablet leave laptop home makes much harder get distracted work im vacation solid works fast gave problems,1,Medium,1
battery life short seems like charge often enemy though changed settings,1,Short,0
kids loved bought two love colors wasnt able download google plus thought android would allow didnt gift cards couldnt used overall happy purchase,1,Medium,1
like want keep,1,Short,1
